cluster_id
65
273
349
485
531
667
765
938
1341
1375
1440
1485
1600
1716
1750
1849
2254
2290
2375
2456
2759
2840
2893
2901
2992
2993
3120
3401
3403
3405
3406
4661
4691
4767
4817
4823
5531
5580
5677
6110
6449
6450
6531
6575
6576
6769
6806
7297
8355
8427
8428
8651
8709
8728
8773
9123
9209
9257
9277
9319
9660
9829
9830
9832
9836
9838
9863
9864
9884
9895
9897
9901
9909
9912
9915
9919
9920
9925
9926
9928
9941
9945
15428
15547
15707
15881
15900
16033
16309
16338
16642
16956
16966
17090
17355
17578
17664
17707
18088
18669
18794
19045
19310
19327
19350
19375
19377
19394
19488
19542
19567
19697
19797
19894
20028
20808
21196
21218
21296
21326
21611
21717
21720
22237
22320
22347
22441
22459
22601
22652
22657
22961
22967
23003
23049
23050
23131
23148
23300
23328
23437
23508
23634
23864
23922
24469
24490
24511
24570
24578
24605
24606
24837
24940
24945
25168
25747
26102
26482
26542
26812
26847
27786
27787
27933
28006
28225
28674
28733
28808
28868
28903
28908
28912
28915
28917
28919
28921
28925
28926
28934
29528
29565
29723
29935
29937
30150
30307
30566
30665
30675
30797
30799
30800
31569
31701
32113
32241
32390
32430
32579
32901
32991
32992
33155
33242
33536
33557
33675
33676
34058
34575
34822
34829
34910
35125
35288
35524
36121
36123
36125
36365
36387
36491
36691
36705
36944
37024
37095
37343
37584
37672
37975
38051
38112
38614
38626
38750
38940
39190
39279
39375
39386
39485
39589
39594
39676
39841
40179
40236
40237
40412
40525
40618
40976
41203
41247
41269
41273
41290
41338
41347
41353
41562
41652
41676
41936
42248
42310
42869
42870
42982
43122
43456
43587
43589
43590
44590
44818
45004
45144
45157
45161
45213
45263
45660
45661
45804
45805
45860
46000
46227
46230
46419
46433
46440
46446
46449
46450
46462
46467
46480
46484
46485
46493
46494
46501
46513
46514
46515
46516
46524
46527
46532
46538
46541
46542
46546
46552
46557
46559
46564
46565
46567
46570
46573
46578
46579
46582
46584
46590
46591
46593
46595
46597
46600
46601
46604
46605
46608
46609
46612
47572
51475
51476
51538
51740
51817
51886
52093
52165
52440
52494
52521
52603
52609
52610
52611
52613
52850
52920
53150
53277
53521
53537
53549
53580
53665
53704
53745
53798
53849
54196
54274
54806
54922
55026
55032
55411
55428
55551
55619
55776
56112
56113
56114
56550
56627
56635
56665
56717
56719
56790
57243
57300
57431
57616
57620
57632
57648
57787
58277
58429
58609
59302
59459
59495
59522
59595
59644
59683
59775
59826
59842
60147
60424
60454
60531
60608
60618
61034
61210
61327
61409
61415
61512
61850
61935
62133
62293
62335
62368
62640
62684
62791
63499
63501
63518
63917
63947
64067
64157
64191
64607
64724
64727
64866
64997
65099
65301
65322
65327
65332
65333
65425
65797
65809
65840
65976
66072
66124
66129
66184
66357
66359
66361
66751
66770
66858
67032
67225
67442
67757
68046
68322
68369
68605
69067
69190
69192
69254
69303
69378
69558
69916
70101
70606
70679
70712
70717
70726
70730
70732
70733
70734
70740
70748
72104
72136
72137
72141
72145
72146
72147
73943
73981
74171
74173
74228
74229
74230
74241
74250
74252
74254
74255
74256
74266
74267
74275
74276
74281
